Hotel,Hotel Latitude,Hotel Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Les Parisiennes,48.85593739834065,2.3081359747455528,Italian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Bistrot Belhara,48.85639008705579,2.307404912715583,Basque Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Café de Mars,48.85735247865042,2.30211022372111,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le 5 Codet,48.85494525335787,2.3083957042332393,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Pottoka,48.85812670848831,2.302567809820175,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Zia,48.85425746627125,2.3071597516536713,Coffee Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Place de l'École Militaire,48.85452401347477,2.3055513693029517,Plaza
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Terres de Café,48.8568598713015,2.3013900601101827,Café
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Bleu Olive,48.85779210527577,2.306269934587746,Café
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Ladurée,48.85645231628708,2.3067037761211395,Dessert Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Il Giramondo,48.857309,2.304807,Italian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel de Turenne,48.8541165287675,2.307415271118266,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Tottori,48.85667169672906,2.303186058998108,Japanese Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Mariette,48.85591481049376,2.3056900268746126,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,La Fromagerie,48.85731424979786,2.306131678653453,Cheese Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Il Grigio,48.85758451834879,2.3055572441599974,Italian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Jeusselin Charcutier Traiteur,48.857025935877736,2.306303261533458,Gourmet Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel du Cadran,48.85652645913186,2.305939056385881,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,The Real McCoy Cafe,48.85709831904814,2.304344375849272,Grocery Store
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Töp Yög,48.855719410049794,2.3031641310476996,Ice Cream Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Martine Lambert,48.85692622052218,2.3062794665343085,Ice Cream Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Tourville,48.85442850825206,2.306070823700922,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Jean-Paul Hévin,48.855566335099866,2.307368295828862,Chocolate Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel de La Motte Picquet,48.855547626809596,2.307246621230196,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Petit Caillou,48.856597577350946,2.3030465841293335,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,La Gourmandise,48.856427984758085,2.302587926387787,Pizza Place
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Bistrot des Gascons,48.854130415758604,2.3067920081696345,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,P'tit Troquet,48.85714077884825,2.303291623222029,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Pain et Chocolat,48.856348995886,2.308838600402357,Coffee Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Bagelstein,48.856208779708076,2.3044104874134064,Bagel Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Den,48.85759558680995,2.305536389353639,Pizza Place
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Bosquet,48.856144983812385,2.304716466165682,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel de La Bourdonnais,48.85493123346615,2.304441945631098,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Koï,48.854477,2.307517,Japanese Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Oniwa,48.85650553460731,2.3066896945238113,Japanese Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Ha'penny Bridge Pub,48.857904695406134,2.3070491227707914,Irish Pub
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Philippe Excoffier,48.857601363053774,2.303026647175456,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Aux PTT,48.85591549602341,2.3069052665885437,Café
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Tribeca,48.856801,2.306274,Italian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,New Asia,48.856350070775264,2.3064979165792465,Asian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Café des Officiers,48.85424778615634,2.306317462366142,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Boutique Orange,48.855081,2.306389,Mobile Phone Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Birdy Hamburgers,48.856965,2.304611,Burger Joint
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,La Fontaine de Jade,48.85549404595063,2.3047269880771637,Chinese Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel Eiffel Rive Gauche,48.857231641922326,2.3025892674922943,Bed & Breakfast
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel Muguet,48.85569010757538,2.3090630675030304,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel la Comtesse,48.85397408014483,2.3071418929035223,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Le Royal,48.85653228161737,2.3029379546642303,French Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Sapori di Parma,48.85632827520266,2.3022985628239385,Italian Restaurant
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hotel Kensington,48.85648543845209,2.302060425186031,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel de la Paix Tour Eiffel,48.856812108878586,2.3030964720268297,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel Eber Paris,48.854691410782635,2.3047673635246997,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hotel de la Tour Eiffel,48.857619618198704,2.303119674324989,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Hôtel de l'Alma,48.85694287720319,2.3033358817573273,Hotel
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Boulangerie Menardin,48.85670715707729,2.3036621510982513,Bakery
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Les Gourmandises d'Eiffel,48.85669656860891,2.3036326467990875,Bakery
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,La Petite Epicerie,48.857013059267096,2.3037244729012696,Grocery Store
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Chattanooga,48.856786170541405,2.3046882810383016,Board Shop
Hotel Relais Bosquet,48.85620580167193,2.3052245378494263,Venise,48.85882389653871,2.3044234975203697,Shoe Store
Hôtel Jules,48.875226,2.341486,Papacionu,48.87479244142873,2.3429168066774655,Corsican Restaurant
Hôtel Jules,48.875226,2.341486,Pizza di Loretta,48.874831951998765,2.339743274594404,Pizza Place
Hôtel Jules,48.875226,2.341486,Loco,48.873772267222535,2.3425792781995085,Argentinian Restaurant
Hôtel Jules,48.875226,2.341486,Picto,48.87590813725393,2.3439459877145854,Sandwich Place
Hôtel Jules,48.875226,2.341486,Les Saisons,48.87666111519946,2.340131986748549,French Restaurant
Hôtel Jules,48.875226,2.341486,À la Mère de Famille,48.87397,2.342263,Candy Store
Hôtel Jules,48.875226,2.341486,Bien Élevé,48.87405226426158,2.343173137593862,Steakhouse
Hôtel Jules,48.875226,2.341486,RAP,48.876628,2.339359,Gourmet Shop
Hôtel Jules,48.875226,2.341486,Caillebotte,48.87711755573471,2.340604279183831,French Restaurant
Hôtel Jules,48.875226,2.341486,Passage Verdeau,48.8735,2.34232,Pedestrian Plaza
Hôtel Jules,48.875226,2.341486,Kiku,48.87404440920519,2.3426877479014707,Japanese Restaurant
Hôtel Jules,48.875226,2.341486,Magokoro,48.87650720307029,2.340679988265037,Japanese Restaurant
Hôtel Jules,48.875226,2.341486,Juste,48.874981555290084,2.338509557303041,Seafood Restaurant
Hôtel Jules,48.875226,2.341486,Hôtel Parister,48.8753502620414,2.344384366678277,Hotel
Hôtel Jules,48.875226,2.341486,Tous,48.876537,2.343898,French Restaurant
Hôtel Jules,48.875226,2.341486,So Nat,48.87627724467217,2.3386138527194253,Vegetarian / Vegan Restaurant
Hôtel Jules,48.875226,2.341486,Gabriela,48.87694236727933,2.3405776760281873,Brazilian Restaurant
Hôtel Jules,48.875226,2.341486,Abri Soba,48.875041088876465,2.34439229409706,Soba Restaurant
Hôtel Jules,48.875226,2.341486,Rôtisserie Stévenot Cadet,48.874646575594205,2.3427932461458965,Restaurant
Hôtel Jules,48.875226,2.341486,Pas Vu Pas Pris,48.8743564418091,2.344313801482908,French Restaurant
Hôtel Jules,48.875226,2.341486,Le Rouge et le Verre,48.87636872523512,2.34118290245533,Wine Bar
Hôtel Jules,48.875226,2.341486,Le Chenin,48.87379444989606,2.3389898291030913,French Restaurant
Hôtel Jules,48.875226,2.341486,Monbleu,48.874104,2.3421495,Cheese Shop
Hôtel Jules,48.875226,2.341486,Les Plumes Hotel,48.876580957098746,2.343333509653502,Hotel
Hôtel Jules,48.875226,2.341486,Label Ferme,48.87488991540308,2.3395171140718563,Snack Place
Hôtel Jules,48.875226,2.341486,Isana,48.876442,2.338626,Latin American Restaurant
Hôtel Jules,48.875226,2.341486,Sizin,48.87474590516489,2.3414510488453852,Turkish Restaurant
Hôtel Jules,48.875226,2.341486,Hotel Bienvenue,48.8761485969155,2.3421662987226126,Bed & Breakfast
Hôtel Jules,48.875226,2.341486,Farine & O,48.877209026769144,2.3394636064767838,Bakery
Hôtel Jules,48.875226,2.341486,PanPan,48.8746688675499,2.341015934944153,Cocktail Bar
Hôtel Jules,48.875226,2.341486,Simone Lemon,48.874435,2.339306,Modern European Restaurant
Hôtel Jules,48.875226,2.341486,Encore,48.87405057649203,2.3435696068080545,French Restaurant
Hôtel Jules,48.875226,2.341486,Centre Expo Lafayette Drouot,48.87451,2.341264,Exhibit
Hôtel Jules,48.875226,2.341486,Boulangerie Moisan,48.87657625664141,2.3387974750824454,Bakery
Hôtel Jules,48.875226,2.341486,Kozy,48.87491667389536,2.3400396850631173,Bistro
Hôtel Jules,48.875226,2.341486,Caramel Sarrasin,48.87466125981958,2.3413069546222682,Creperie
Hôtel Jules,48.875226,2.341486,Fromagerie Tabert (ex Autour d'un fromage),48.87518751356611,2.343209981918335,Cheese Shop
Hôtel Jules,48.875226,2.341486,Le Café des Antiquaires,48.873001,2.341559,Bar
Hôtel Jules,48.875226,2.341486,Hôtel des Ventes Drouot,48.87306094102725,2.340101103627914,Antique Shop
Hôtel Jules,48.875226,2.341486,Les Gouttes de Dieux,48.87311470529806,2.3394127933680955,Wine Bar
Hôtel Jules,48.875226,2.341486,Nick's Pizza,48.87347645948504,2.342831313057512,Pizza Place
Hôtel Jules,48.875226,2.341486,I Golosi,48.87310338546099,2.3423109512771476,Italian Restaurant
Hôtel Jules,48.875226,2.341486,Hotel Pulitzer Paris,48.87322671293061,2.342888210046038,Hotel
Hôtel Jules,48.875226,2.341486,Les Fils à Maman,48.873508675313886,2.3437417298555374,French Restaurant
Hôtel Jules,48.875226,2.341486,Les Sardignac,48.8739825026156,2.344828575585665,Wine Bar
Hôtel Jules,48.875226,2.341486,Zicatela,48.87341897912248,2.343982458114624,Mexican Restaurant
Hôtel Jules,48.875226,2.341486,Heratchian Frères,48.87661552642812,2.3438028967939317,Deli / Bodega
Hôtel Jules,48.875226,2.341486,Le P'tit Creux du Faubourg,48.876246577894186,2.3398751824593367,French Restaurant
Hôtel Jules,48.875226,2.341486,Le Laffitte,48.87520162630775,2.3383229970932007,Bistro
Hôtel Jules,48.875226,2.341486,Le Milton,48.87664948657474,2.3405832426973032,Bar
Hôtel Jules,48.875226,2.341486,CMG Sports Club One Lafayette,48.87526704206663,2.340263017411071,Gym / Fitness Center
Hôtel Jules,48.875226,2.341486,Ibrik,48.87524872014532,2.3384507540106734,Coffee Shop
Hôtel Jules,48.875226,2.341486,Bikram Yoga,48.87270198089545,2.3425859446729147,Yoga Studio
Hôtel Jules,48.875226,2.341486,Hotel Palm - Astotel,48.87759781100381,2.34343163341444,Hotel
Hôtel Jules,48.875226,2.341486,Bioburger,48.87500679879354,2.340100351539458,Burger Joint
Hôtel Jules,48.875226,2.341486,Gocce,48.87730727449583,2.3412057878006216,Cocktail Bar
Hôtel Jules,48.875226,2.341486,Tokki,48.873862360943846,2.344819100263126,Japanese Restaurant
Hôtel Jules,48.875226,2.341486,Boukhara Trévise,48.875099183607475,2.345462477069204,Eastern European Restaurant
Hôtel Jules,48.875226,2.341486,Côme,48.8745579605081,2.3388305812275485,Salad Place
Hôtel Jules,48.875226,2.341486,Hank Burger,48.876866,2.344435,Burger Joint
Hôtel Jules,48.875226,2.341486,Aurore et Capucine,48.87671490037292,2.344335875020306,Dessert Shop
Hôtel Jules,48.875226,2.341486,Au Petit Riche,48.87327907023353,2.338676972901782,French Restaurant
Hôtel Jules,48.875226,2.341486,Cafe Lorette,48.87598313579095,2.338344124892263,Bar
Hôtel Jules,48.875226,2.341486,Kamado,48.87606974229448,2.3399575288669032,Japanese Restaurant
Hôtel Jules,48.875226,2.341486,Professore,48.877505372730894,2.3411871204829664,Italian Restaurant
Hôtel Jules,48.875226,2.341486,Victory Escape Game,48.875126832400284,2.3390241844711066,Escape Room
Hôtel Jules,48.875226,2.341486,Chez Claire,48.87696758366914,2.3445089097623404,Chinese Restaurant
Hôtel Jules,48.875226,2.341486,Les Domaines de Sophie,48.87506101691734,2.3386398162529076,French Restaurant
Hôtel Jules,48.875226,2.341486,La Brocante,48.873121059249165,2.3392002526548117,Brasserie
Hôtel Jules,48.875226,2.341486,Le Bistrot à Deux Têtes,48.875848769522165,2.3404268307665457,Bistro
Villa Madame,48.84879017611036,2.3316177300217173,Sadaharu Aoki | 青木定治,48.84801288930827,2.3303658450723477,Dessert Shop
Villa Madame,48.84879017611036,2.3316177300217173,Musée du Luxembourg,48.848810579832886,2.333968220602269,Art Museum
Villa Madame,48.84879017611036,2.3316177300217173,A.P.C.,48.849555107061526,2.3317600911817102,Boutique
Villa Madame,48.84879017611036,2.3316177300217173,Le Petit Lux,48.8482268523914,2.3312902450561523,Sandwich Place
Villa Madame,48.84879017611036,2.3316177300217173,Jean-Charles Rochoux,48.84916706849242,2.3286736275119013,Chocolate Shop
Villa Madame,48.84879017611036,2.3316177300217173,Boulangerie La Parisienne,48.848373465382686,2.331519619274923,Bakery
Villa Madame,48.84879017611036,2.3316177300217173,Place Saint-Sulpice,48.850822987537555,2.333323359489441,Plaza
Villa Madame,48.84879017611036,2.3316177300217173,Pizza Chic,48.85027367318626,2.3307656164403237,Pizza Place
Villa Madame,48.84879017611036,2.3316177300217173,Villa Madame,48.848790176110356,2.3316177300217173,Hotel
Villa Madame,48.84879017611036,2.3316177300217173,Hotel de l'Abbaye,48.850093697782974,2.330548764812652,Hotel
Villa Madame,48.84879017611036,2.3316177300217173,Angelina,48.84890308583647,2.3340607587388726,Tea Room
Villa Madame,48.84879017611036,2.3316177300217173,Chez Georgette,48.847189820836306,2.330154930330509,Bistro
Villa Madame,48.84879017611036,2.3316177300217173,Marché de Raspail,48.84880722455462,2.3275264946674277,Market
Villa Madame,48.84879017611036,2.3316177300217173,Institut Hongrois - Collegium Hungaricum,48.849084723588206,2.332678706077892,Art Gallery
Villa Madame,48.84879017611036,2.3316177300217173,Hôtel Recamier,48.85058185355569,2.3342023195335133,Hotel
Villa Madame,48.84879017611036,2.3316177300217173,Les Bistronautes,48.8464996161555,2.3307931424894477,French Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Bread & Roses,48.84705804366015,2.3315197914218007,Bakery
Villa Madame,48.84879017611036,2.3316177300217173,La Cuisine de Philippe,48.84913336658385,2.334794916902147,French Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Pierre Geronimi,48.850349,2.334093,Ice Cream Shop
Villa Madame,48.84879017611036,2.3316177300217173,Judy the Good Life,48.84711251316561,2.3302039830748247,Juice Bar
Villa Madame,48.84879017611036,2.3316177300217173,La Maison du Jardin,48.84834758943232,2.331380856858745,French Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Brandy Melville,48.851222857576346,2.3307355249470136,Women's Store
Villa Madame,48.84879017611036,2.3316177300217173,La Procure,48.850240514351015,2.3320203569712374,Bookstore
Villa Madame,48.84879017611036,2.3316177300217173,Clasico Argentino,48.84847588161223,2.3317114143316067,Argentinian Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Hôtel Luxembourg Parc Paris,48.849170053993824,2.3348492547353814,Hotel
Villa Madame,48.84879017611036,2.3316177300217173,Secco,48.84918650339297,2.3288063756480106,Bakery
Villa Madame,48.84879017611036,2.3316177300217173,PG's,48.84880011773539,2.328680446730415,American Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,L'Arlequin,48.851096576195474,2.330737077139222,Indie Movie Theater
Villa Madame,48.84879017611036,2.3316177300217173,Maison des Cultures du Monde,48.84694789484473,2.3287797273084827,Art Gallery
Villa Madame,48.84879017611036,2.3316177300217173,Bagelstein,48.84804032771188,2.3302438840849966,Bagel Shop
Villa Madame,48.84879017611036,2.3316177300217173,Au Bon Saint Pourçain,48.85010536635622,2.3347036066654367,French Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Statue de la Liberté,48.8463712617587,2.333173715387209,Outdoor Sculpture
Villa Madame,48.84879017611036,2.3316177300217173,Tennis du Jardin du Luxembourg,48.84706047412405,2.334286622870381,Tennis Court
Villa Madame,48.84879017611036,2.3316177300217173,Monop',48.84809,2.33055,Convenience Store
Villa Madame,48.84879017611036,2.3316177300217173,Sushi Lounge,48.84763872481642,2.328798401590379,Japanese Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Hôtel Atlantis Saint-Germain-des-Prés,48.85139260915139,2.3325569512394018,Hotel
Villa Madame,48.84879017611036,2.3316177300217173,Café Cassette,48.85090119091914,2.33056434184894,Café
Villa Madame,48.84879017611036,2.3316177300217173,Zadig & Voltaire,48.851205290246526,2.332601057072803,Clothing Store
Villa Madame,48.84879017611036,2.3316177300217173,Paul,48.849043875418026,2.3285172377770778,Bakery
Villa Madame,48.84879017611036,2.3316177300217173,Café Madame,48.84841136191178,2.3316625949052048,Café
Villa Madame,48.84879017611036,2.3316177300217173,Franprix,48.8475,2.33079,Grocery Store
Villa Madame,48.84879017611036,2.3316177300217173,Le Doucet,48.847737,2.329847,Café
Villa Madame,48.84879017611036,2.3316177300217173,Carrefour City,48.8510857,2.3310343,Supermarket
Villa Madame,48.84879017611036,2.3316177300217173,American Ouais,48.850595275810136,2.3345510153663613,New American Restaurant
Villa Madame,48.84879017611036,2.3316177300217173,Patrick Roger,48.849627,2.329542,Chocolate Shop
Villa Madame,48.84879017611036,2.3316177300217173,Fontaine Saint Sulpice,48.85085,2.3332675,Fountain
Villa Madame,48.84879017611036,2.3316177300217173,The Kooples,48.85122357259588,2.332940551519829,Clothing Store
Villa Madame,48.84879017611036,2.3316177300217173,Mètre Étalon,48.84929804581303,2.3355120420455933,Historic Site
Villa Madame,48.84879017611036,2.3316177300217173,Fontaine Delacroix,48.848137,2.335506,Fountain
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Les Fines Gueules,48.865171886388225,2.340644784271717,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Place des Victoires,48.865759373109775,2.341219220887502,Plaza
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Louis,48.864330749172225,2.341332062576144,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Pot de Vins,48.86432169778438,2.3401925360185167,Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Legrand Filles et Fils,48.866260970474386,2.3395365694081507,Wine Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Matamata,48.866044,2.343956,Coffee Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,& Other Stories,48.8652293767804,2.3447490519036633,Women's Store
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Galerie Vivienne,48.86673055550591,2.339799701984434,Historic Site
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Fromagerie Danard,48.86329738243539,2.340948006009366,Cheese Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Olio Pane Vino,48.86466930258046,2.3406910643425047,Italian Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Kei,48.864238453621226,2.3423181613381274,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Chez Georges,48.8663734268843,2.341311484002416,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Baltard Au Louvre,48.86344080385927,2.3425018787384033,Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Lémoni,48.86479526144143,2.3412924967853854,Salad Place
Hôtel Odyssey,48.865080155791944,2.3417756464352446,LECLAIREUR Hérold,48.86483172222586,2.3415299473017144,Clothing Store
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Iovine's,48.863475696883604,2.3404900587771134,Pizza Place
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Thémaé,48.8635893167855,2.339755524069546,Spa
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Moulin de la Vierge,48.86620190566684,2.3411547392606735,Bakery
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Ô Château,48.8642903126219,2.344181584057651,Wine Bar
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Hotel Crayon Rouge,48.86461119355507,2.3404032102769885,Hotel
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Ippudo,48.864649476657775,2.3448380827903748,Ramen Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Comptoir de la Gastronomie,48.864555479743366,2.345258763984336,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Rick Owens,48.865193447990556,2.338485269139365,Boutique
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Restaurant du Palais Royal,48.86574578621022,2.338547512884462,French Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Il Fico,48.86416120313462,2.3417394790249864,Italian Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Acne Studios,48.86544796697722,2.3385786953983883,Clothing Store
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Comptoir Montevideo,48.864697,2.3407886,South American Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Librairie Gourmande,48.866951226870775,2.3439955538464465,Bookstore
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Jardin du Palais Royal,48.86494061245833,2.3377275466918945,Garden
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Danico,48.86707072006055,2.339413647446296,Cocktail Bar
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Nose,48.866242,2.344885,Perfume Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Blend Argout,48.865958165150715,2.343484093370061,Burger Joint
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Made.com,48.865759985961816,2.3421696239113734,Furniture / Home Store
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Bistrot Victoires,48.86552339307843,2.3403647694601255,Bistro
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Bistrot Vivienne,48.866184257258894,2.339500650540473,Bistro
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Hôtel Odyssey,48.865080155791944,2.3417756464352446,Hotel
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Christian Louboutin,48.86269669087095,2.3407570303733496,Shoe Store
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Filakia,48.86564638918743,2.3456186056137085,Souvlaki Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Daroco,48.867130252296214,2.339242994785309,Italian Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Galerie Véro-Dodat,48.86265000158334,2.3406919501349823,Historic Site
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Institut National d'Histoire de l'Art (INHA),48.86667953007215,2.3389864145539194,General College & University
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Grand Colbert,48.866574395908316,2.338851949790864,Brasserie
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Serge Lutens - Les Salons du Palais Royal,48.8649660434172,2.338126213235043,Cosmetics Shop
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Willi's Wine Bar,48.866311115770245,2.3383002959921697,Wine Bar
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Hôtel Bachaumont,48.86617629790189,2.3449255329280247,Hotel
Hôtel Odyssey,48.865080155791944,2.3417756464352446,La Cevicheria,48.86619159489603,2.3454737663269043,Peruvian Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Le Galibot,48.867643833098576,2.341928437186732,Ch'ti Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Liza,48.86770870680778,2.3409232249196283,Lebanese Restaurant
Hôtel Odyssey,48.865080155791944,2.3417756464352446,Café Père & Fils,48.866734272006035,2.3443088298508066,French Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Sofitel Paris Arc de Triomphe,48.8750421406568,2.301292924713607,Hotel
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Hôtel Le Royal Monceau Raffles,48.87574467646414,2.300355060747923,Hotel
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,La Cuisine,48.875972990931274,2.3002993225309063,French Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Matsuhisa Paris,48.87553448739521,2.3006366193294525,Japanese Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Il Carpaccio - Le Royal Monceau,48.875587975360716,2.3003010118159506,Italian Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Les 110 de Taillevent,48.87589261285395,2.303030692225419,French Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,LECLAIREUR Le Royal,48.87551210561612,2.2999191284179688,Clothing Store
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Penati al Baretto,48.87362342736335,2.300453305841024,Italian Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Salle Pleyel,48.87706195409213,2.301431179439772,Concert Hall
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Pierre Gagnaire,48.87320373949959,2.3003976396644816,French Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Mariage Frères,48.877272956369644,2.300264644696775,Tea Room
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,La Marée,48.87733613263744,2.300487756729126,Seafood Restaurant
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Le Lido,48.872811599485495,2.3010251442868386,Comedy Club
Sofitel Paris Arc de Triomphe,48.875042140656795,2.3012929247136067,Jardin de l'Hôtel Salomon de Rothshild,48.874919250630924,2.302578542504987,Park
